"Клиент Имя Фамилия (e-17318627), период 01.05.2023 - 17.06.2023"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Ср. позиция показов";"Отказы (%)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 01.05.2023 по 17.06.2023";;1578,24;3560;369;10,37;56816,76;153,97;2,88;26,32;1,63;9469,46;6
"Другие поисковые запросы";;-;2;0;0,00;0,00;-;3,00;-;-;-;-

"Поисковый запрос";"Кампания";"№ Кампании";"Группа";"№ Группы";"Условие показа";"Тип условия показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Ср. позиция показов";"Отказы (%)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"lenovo thinksystem sr650 lenovo";"Сервера Lenovo Северо-Запад";87670802;"Lenovo SR650";5192956573;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 part list";"Сервера Lenovo ЦФО";87636764;"Lenovo SR650";5192441845;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 power specification";"Сервера Lenovo Поволжье";87672026;"Lenovo SR650";5192968573;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v 2";"Сервера Lenovo ЦФО";87636764;"Lenovo SR650";5192441845;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v1 год выпуска";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2";"Сервера Lenovo Поволжье";87672026;"Lenovo SR650 V2";5192968574;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v2";"Сервера Lenovo Екатеринбург, Челябинск";87795663;"Lenovo SR650 V2";5194664986;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v2 7z73ta8100";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V2";5192409060;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v2 8sff";"Сервера Lenovo Поволжье";87672026;"Lenovo SR650 V2";5192968574;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;3,50;-;-;-;-
"lenovo thinksystem sr650 v2 8sff габариты";"Сервера Lenovo Поволжье";87672026;"Lenovo ThinkSystem SR250 V2";5192968581;"Lenovo ThinkSystem SR250 V2 -Купить -Цена";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2 8sff размеры";"Сервера Lenovo Поволжье";87672026;"Lenovo SR650 V2";5192968574;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2 datasheet";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V2";5192409060;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2 frost blue";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V2";5192409060;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2 intel xeon gold 6326 16c 185w 2.9ghz processor option kit w o fan";"Сервера Lenovo Кавказ";87795793;"Lenovo SR650 V2";5194667764;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2 ip bmc";"Сервера | Lenovo | Краснодар, Ростов-на-Дону";87673348;"Lenovo SR650 V2";5192987683;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2 server";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V2";5192409060;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v2 type 7z73cto1ww";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V2";5192409060;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v2 мануал";"Сервера Lenovo Поволжье";87672026;"Lenovo SR650 V2";5192968574;"lenovo thinksystem sr650 V2 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v3";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V3";5192409064;"lenovo thinksystem sr650 V3 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";4;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v3 2 процессорный";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V3";5192409064;"lenovo thinksystem sr650 V3 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v3 2 процессорный купить";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V3";5192409064;"Купить Lenovo ThinkSystem SR650 V3";"фраза";"пословное";-;"Альтернативные запросы";4;0;0,00;0,00;-;3,50;-;-;-;-
"lenovo thinksystem sr650 v3 datasheet pdf";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V3";5192409064;"lenovo thinksystem sr650 V3 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 v3 server";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR530 - 5815338548928577995";5192334999;"Сервер ThinkSystem SR530 -Купить";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v3 server";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V3";5192409064;"lenovo thinksystem sr650 V3 -Rack -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 v3 купить";"Сервера Lenovo Москва";87622199;"Lenovo SR650 V3";5192409064;"Купить Lenovo ThinkSystem SR650 V3";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;3,50;-;-;-;-
"lenovo thinksystem sr650 аналоги";"Сервера Lenovo ЦФО";87636764;"Lenovo SR650";5192441845;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 год выпуска";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 купить";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"Купить Lenovo ThinkSystem SR650 -V2 -V3";"фраза";"пословное";-;"Целевые запросы";4;0;0,00;0,00;-;2,75;-;-;-;-
"lenovo thinksystem sr650 купить";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"Купить Lenovo ThinkSystem SR650 -V2 -V3";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 купить";"Сервера Lenovo Сибирь";87794735;"Lenovo SR650";5194659703;"Купить Lenovo ThinkSystem SR650 -V2 -V3";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 описание";"Сервера Lenovo Юг";87673229;"Lenovo SR650";5192986671;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 паспорт";"Сервера Lenovo Красноярск, Новосибирск, Омск";87795203;"Lenovo SR650";5194661668;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 похожий";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 похожий 4";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr650 система охлаждения";"Сервера Lenovo СП-б";87670033;"Lenovo SR650";5192946200;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 совместим с hp";"Сервера Lenovo Поволжье";87672026;"Lenovo SR650";5192968573;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 совместим с hp 360";"Сервера Lenovo Поволжье";87672026;"Lenovo SR650";5192968573;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 температура";"Сервера Lenovo Красноярск, Новосибирск, Омск";87795203;"Lenovo SR650";5194661668;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"не определена";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 температура";"Сервера Lenovo Красноярск, Новосибирск, Омск";87795203;"Lenovo SR650";5194661668;"lenovo thinksystem sr650 -Rack -V2 -V3 -Купить -сервер -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr650 цена";"Сервера Lenovo Москва";87622199;"Lenovo SR650";5192409059;"Цена Lenovo ThinkSystem SR650 -V2 -V3 -сервер";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr665 v3";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR665 V3 - 4075522137035287652";5192334993;"Lenovo ThinkSystem SR665 V3 -Rack -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;3,00;-;-;-;-
"lenovo thinksystem sr665 v3";"Сервера Lenovo Урал";87795544;"Lenovo ThinkSystem SR665 V3 - 4075522137035287652";5194663417;"Lenovo ThinkSystem SR665 V3 -Rack -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr850";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR850 - 7946530344873454756";5192335008;"Lenovo ThinkSystem SR850 -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";3;0;0,00;0,00;-;3,00;-;-;-;-
"lenovo thinksystem sr850";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR850 - 7946530344873454756";5192335008;"Lenovo ThinkSystem SR850 -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;2,50;-;-;-;-
"lenovo thinksystem sr850";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem SR850 - 7946530344873454756";5192441836;"Lenovo ThinkSystem SR850 -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr850";"Сервера Lenovo Москва Н-Н";87673030;"Lenovo ThinkSystem SR850 - 7946530344873454756";5192984881;"Lenovo ThinkSystem SR850 -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr850 v2";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR850 V2";5192409063;"Lenovo ThinkSystem SR850 V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";2;0;0,00;0,00;-;5,50;-;-;-;-
"lenovo thinksystem sr850 v2";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR250 V2";5192409067;"Lenovo ThinkSystem SR250 V2 -Купить -Цена";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr850 v2 lite";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR250 V2";5192409067;"Lenovo ThinkSystem SR250 V2 -Купить -Цена";"фраза";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr850 v2 цена";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR850 V2";5192409063;"Цена Lenovo ThinkSystem SR850 V2";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;7,00;-;-;-;-
"lenovo thinksystem sr850 vlan configuration";"Сервера Lenovo Москва Н-Н";87673030;"Lenovo ThinkSystem SR850 - 7946530344873454756";5192984881;"Lenovo ThinkSystem SR850 -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr850 неоригинальные диски";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem SR850 - 7946530344873454756";5192441836;"Lenovo ThinkSystem SR850 -V2 -V3 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr860 v2";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR860 V2 - 2278929260241459340";5192334984;"Lenovo ThinkSystem SR860 V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;2,00;-;-;-;-
"lenovo thinksystem sr860 v2 pre release 4";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR860 V2 - 2278929260241459340";5192334984;"Lenovo ThinkSystem SR860 V2 -Купить -Цена";"фраза";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;7,00;-;-;-;-
"lenovo thinksystem sr950";"Сервера Lenovo Москва";87622199;"Lenovo ThinkSystem SR950 - 5858161074362188143";5192335001;"Lenovo ThinkSystem SR950 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr950";"Сервера Lenovo ЦФО";87636764;"Lenovo ThinkSystem SR950 - 5858161074362188143";5192441829;"Lenovo ThinkSystem SR950 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
"lenovo thinksystem sr950";"Сервера Lenovo СП-б";87670033;"Lenovo ThinkSystem SR950 - 5858161074362188143";5192946184;"Lenovo ThinkSystem SR950 -Купить -Цена";"фраза";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;1,00;-;-;-;-
